cid,sid,car_lon,car_lat,days,times
536,20,-302955.3958,4485297.116,"Friday, January 23, 2009",22:22
743,7,-303035.8445,4485297.155,"Friday, January 23, 2009",23:52
536,21,-302969.5433,4485298.965,"Friday, January 23, 2009",22:22
743,6,-303051.8717,4485299.205,"Friday, January 23, 2009",23:52
539,5,-303500.0372,4485299.932,"Friday, January 23, 2009",22:25
537,0,-302984.3981,4485300.664,"Friday, January 23, 2009",22:22
741,13,-303486.8976,4485300.779,"Friday, January 23, 2009",23:51
743,5,-303067.7659,4485301.691,"Friday, January 23, 2009",23:52
537,1,-302999.0441,4485301.891,"Friday, January 23, 2009",22:22
537,2,-303013.8491,4485303.247,"Friday, January 23, 2009",22:22
743,4,-303083.6482,4485304.288,"Friday, January 23, 2009",23:52
537,3,-303028.8012,4485304.844,"Friday, January 23, 2009",22:22
539,4,-303500.2731,4485305.81,"Friday, January 23, 2009",22:25
537,4,-303044.8997,4485306.227,"Friday, January 23, 2009",22:22
744,2,-302862.2044,4485269.941,"Friday, January 23, 2009",23:52
536,1,-302731.2645,4485270.14,"Friday, January 23, 2009",22:22
539,9,-303501.0436,4485271.112,"Friday, January 23, 2009",22:25
536,2,-302738.9445,4485271.861,"Friday, January 23, 2009",22:22
744,1,-302877.9278,4485272.408,"Friday, January 23, 2009",23:52
536,3,-302748.4165,4485272.985,"Friday, January 23, 2009",22:22
536,4,-302758.0594,4485274.127,"Friday, January 23, 2009",22:22
744,0,-302893.3569,4485274.394,"Friday, January 23, 2009",23:52
536,5,-302767.7758,4485275.39,"Friday, January 23, 2009",22:22
536,6,-302777.6988,4485276.337,"Friday, January 23, 2009",22:22
743,15,-302909.422,4485276.898,"Friday, January 23, 2009",23:52
536,7,-302788.5498,4485277.495,"Friday, January 23, 2009",22:22
536,8,-302799.0589,4485278.618,"Friday, January 23, 2009",22:22
539,8,-303501.0892,4485278.771,"Friday, January 23, 2009",22:25
741,11,-303488.1918,4485278.968,"Friday, January 23, 2009",23:51
743,14,-302925.1572,4485279.254,"Friday, January 23, 2009",23:52
536,9,-302810.2895,4485280.267,"Friday, January 23, 2009",22:22
743,13,-302940.9897,4485281.508,"Friday, January 23, 2009",23:52
536,10,-302822.6784,4485281.59,"Friday, January 23, 2009",22:22
536,11,-302834.3102,4485282.72,"Friday, January 23, 2009",22:22
536,12,-302846.6374,4485283.811,"Friday, January 23, 2009",22:22
743,12,-302956.4686,4485283.836,"Friday, January 23, 2009",23:52
536,13,-302858.6608,4485285.321,"Friday, January 23, 2009",22:22
536,14,-302871.1707,4485286.319,"Friday, January 23, 2009",22:22
743,11,-302972.1801,4485286.415,"Friday, January 23, 2009",23:52
535,13,-302655.4035,4485257.087,"Friday, January 23, 2009",22:21
744,8,-302769.0436,4485257.854,"Friday, January 23, 2009",23:52
535,14,-302663.8525,4485258.89,"Friday, January 23, 2009",22:21
535,17,-302669.4678,4485259.714,"Friday, January 23, 2009",22:21
535,18,-302669.4678,4485259.714,"Friday, January 23, 2009",22:21
535,15,-302669.895,4485259.76,"Friday, January 23, 2009",22:21
744,7,-302784.8642,4485260.218,"Friday, January 23, 2009",23:52
535,19,-302669.3111,4485260.373,"Friday, January 23, 2009",22:21
535,22,-302670.5689,4485260.732,"Friday, January 23, 2009",22:22
535,16,-302674.4256,4485261.032,"Friday, January 23, 2009",22:21
744,6,-302800.0608,4485261.954,"Friday, January 23, 2009",23:52
535,21,-302670.6945,4485261.984,"Friday, January 23, 2009",22:22
535,23,-302676.2838,4485262.243,"Friday, January 23, 2009",22:22
535,20,-302669.3416,4485262.515,"Friday, January 23, 2009",22:21
539,10,-303500.984,4485262.776,"Friday, January 23, 2009",22:25
744,5,-302815.0984,4485263.56,"Friday, January 23, 2009",23:52
535,24,-302684.8658,4485263.61,"Friday, January 23, 2009",22:22
535,25,-302695.6573,4485265.325,"Friday, January 23, 2009",22:22
744,4,-302830.2711,4485265.518,"Friday, January 23, 2009",23:52
741,10,-303489.1444,4485266.013,"Friday, January 23, 2009",23:51
535,26,-302703.1879,4485266.016,"Friday, January 23, 2009",22:22
535,27,-302710.2178,4485266.542,"Friday, January 23, 2009",22:22
535,28,-302717.1266,4485267.392,"Friday, January 23, 2009",22:22
744,3,-302846.4455,4485267.808,"Friday, January 23, 2009",23:52
536,0,-302724.2442,4485268.715,"Friday, January 23, 2009",22:22
745,2,-302610.1862,4485237.064,"Friday, January 23, 2009",23:52
535,2,-302503.6142,4485237.28,"Friday, January 23, 2009",22:21
741,8,-303491.679,4485238.257,"Friday, January 23, 2009",23:51
535,3,-302518.3337,4485238.626,"Friday, January 23, 2009",22:21
745,1,-302626.8731,4485239.409,"Friday, January 23, 2009",23:52
535,4,-302533.9456,4485240.518,"Friday, January 23, 2009",22:21
745,0,-302643.9375,4485241.456,"Friday, January 23, 2009",23:52
535,5,-302548.6532,4485241.976,"Friday, January 23, 2009",22:21
535,6,-302563.2754,4485243.424,"Friday, January 23, 2009",22:21
744,15,-302660.1356,4485243.523,"Friday, January 23, 2009",23:52
535,7,-302577.1785,4485245.133,"Friday, January 23, 2009",22:21
744,14,-302676.1509,4485245.683,"Friday, January 23, 2009",23:52
539,12,-303501.1567,4485245.798,"Friday, January 23, 2009",22:25
535,8,-302591.6915,4485246.795,"Friday, January 23, 2009",22:21
744,13,-302691.6275,4485247.223,"Friday, January 23, 2009",23:52
535,9,-302606.6934,4485248.735,"Friday, January 23, 2009",22:21
744,12,-302707.1421,4485249.217,"Friday, January 23, 2009",23:52
